object_id,scene_id,object_type,current_asset_reference,asset_source,ownership_status,release_status,replacement_required,dimensions,layer,z_index,notes
scene.base.grid.cell.c1.r5.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r5.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r5.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r5.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r5.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r5.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r5.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r5.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r1.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r1.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r1.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r1.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r1.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r1.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r1.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r1.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r2.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r2.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r2.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r2.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r2.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r2.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r2.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r2.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r3.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r3.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r3.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r3.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r3.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r3.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r3.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r3.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r4.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r4.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r4.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r4.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r4.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r4.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r4.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r4.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r5.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r5.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r5.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r5.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r5.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r5.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c2.r5.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c2.r5.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r1.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r1.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r1.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r1.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r1.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r1.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r1.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r1.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r2.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r2.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r2.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r2.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r2.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r2.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r2.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r2.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r3.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r3.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r3.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r3.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r3.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r3.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r3.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r3.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r4.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r4.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r4.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r4.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r4.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r4.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r4.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r4.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r5.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r5.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r5.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r5.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r5.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r5.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c3.r5.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c3.r5.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r1.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r1.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r1.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r1.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r1.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r1.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r1.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r1.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r2.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r2.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r2.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r2.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r2.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r2.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r2.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r2.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r3.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r3.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r3.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r3.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r3.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r3.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r3.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r3.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r4.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r4.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r4.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r4.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r4.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r4.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r4.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r4.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r5.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r5.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r5.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r5.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r5.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r5.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c4.r5.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c4.r5.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r1.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r1.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r1.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r1.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r1.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r1.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r1.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r1.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r2.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r2.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r2.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r2.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r2.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r2.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r2.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r2.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r3.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r3.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r3.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r3.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r3.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r3.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r3.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r3.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r4.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r4.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r4.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r4.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r4.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r4.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r4.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r4.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r5.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r5.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r5.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r5.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r5.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r5.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c5.r5.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c5.r5.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r1.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r1.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r1.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r1.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r1.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r1.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r1.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r1.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r2.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r2.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
